,G2cruise,G2station,G2latitude,G2longitude,G2pressure,G2theta,G2salinity,G2salinityf
269859,364,45.0,43.501000000000005,-20.000999999999998,199.0,12.523,35.66,2
269886,364,47.0,43.001000000000005,-20.0,148.0,12.55,35.663000000000004,2
269929,364,51.0,42.498999999999995,-19.331,195.6,12.652999999999999,35.67,2
269959,364,54.0,42.001000000000005,-20.663,295.0,12.6,35.661,2
269972,364,55.0,41.998000000000005,-19.999000000000002,296.9,12.52,35.65,2
270098,364,68.0,40.5,-19.997,397.0,12.425999999999998,35.656,2
270126,364,71.0,40.001,-20.0,400.0,12.575,35.67,2
270140,364,72.0,40.0,-19.333,394.4,12.655999999999999,35.66,2
270154,364,74.0,39.5,-18.667,401.0,12.495,35.661,2
270182,364,76.0,39.0,-19.333,402.0,12.276,35.648,2
270209,364,79.0,39.001,-20.000999999999998,297.0,12.639000000000001,35.666,2
270224,364,80.0,39.501999999999995,-20.669,400.0,12.446,35.657,2
271975,368,38.0,40.501999999999995,-12.585,294.0,12.020999999999999,35.641999999999996,2
272002,368,41.0,41.998999999999995,-12.835999999999999,194.0,12.290999999999999,35.666,2
272018,368,42.0,42.5,-12.917,194.0,12.261,35.664,2
272066,368,45.0,43.001999999999995,-12.28,195.0,12.321,35.665,2
272077,368,46.0,43.0,-12.002,194.0,12.380999999999998,35.672,2
280801,391,1.0,44.483999999999995,-16.67,200.94,12.452,35.661,2
280815,391,2.0,44.0,-16.67,200.52,12.579,35.675,2
280829,391,3.0,43.515,-16.67,200.35,12.55,35.673,2
280857,391,5.0,42.5,-16.67,199.27,12.513,35.668,2
280872,391,6.0,42.0,-16.67,298.33,12.437000000000001,35.668,2
280886,391,7.0,41.5,-16.67,299.11,12.366,35.652,2
280913,391,9.0,40.5,-16.67,198.42,12.505999999999998,35.669000000000004,2
280929,391,10.0,40.0,-16.67,400.46,11.924000000000001,35.643,2
280943,391,11.0,39.5,-16.67,398.12,12.083,35.664,2
280986,391,14.0,39.5,-17.25,399.42,12.020999999999999,35.652,2
280999,391,15.0,40.0,-17.33,299.28,12.392999999999999,35.661,2
281011,391,16.0,40.5,-17.33,199.8,12.550999999999998,35.673,2
281025,391,17.0,41.0,-17.33,199.9,12.555,35.668,2
281067,391,20.0,42.5,-17.33,298.41,12.433,35.661,2
