LATITUDE;LONGITUDE;CTDPRS;CTDTPOT;CTDSAL;EDW;ENACW12;WNACW7;SPMW;SACWT12;SACWE12;WW;AAIW5;AAIW3;MW;LSW;ISOW;DSOW;CDW;WSDW
59,99;-23,515;2152;2,4364;34,981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-24,005;2232;2,4732;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,2;-25,383;2228;2,4878;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,72;-22,248;1716;2,4879;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,893;-21,145;2225;2,4652;34,982;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,893;-21,145;2279;2,3695;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,432;-20,597;2571;2,4582;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,432;-20,597;2632;2,3425;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-20;2701;2,4865;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-20;2754;2,4652;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,008;-20,005;2743;2,4314;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,978;-19,65;2735;2,484;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,645;-19,293;2691;2,4512;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,645;-19,293;2725;2,449;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,235;-16,987;2577;2,4958;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,235;-16,987;2630;2,4506;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
64,328;-33,658;1936,7;0,52616;34,889;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
62,2;-38,05;2485,3;0,52976;34,875;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
64,505;-33,916;1594;0,46466;34,89;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-58,958;-58,099;798,5;1,607;34,721;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
-59,158;-57,63;760,7;1,5908;34,721;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
-57,875;-60,464;1519,6;1,6103;34,721;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
-57,122;-61,966;2028,5;1,593;34,719;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
